transaction_id,item_description,transaction_type,merchant
3259,transfer Local Store,transfer,Local Store
3260,purchase Amazon,purchase,Amazon
3261,purchase Local Store,purchase,Local Store
3262,withdrawal Starbucks,withdrawal,Starbucks
3263,transfer Amazon,transfer,Amazon
3264,purchase Shell,purchase,Shell
3265,transfer Local Store,transfer,Local Store
3266,withdrawal Shell,withdrawal,Shell
3267,purchase Shell,purchase,Shell
3268,withdrawal Online Service,withdrawal,Online Service
3269,purchase Local Store,purchase,Local Store
3270,transfer Walmart,transfer,Walmart
3271,purchase Netflix,purchase,Netflix
3272,purchase Amazon,purchase,Amazon
3273,purchase Shell,purchase,Shell
3274,withdrawal Walmart,withdrawal,Walmart
3275,withdrawal Online Service,withdrawal,Online Service
3276,withdrawal Online Service,withdrawal,Online Service
3277,purchase Shell,purchase,Shell
3278,purchase Local Store,purchase,Local Store
3279,transfer Netflix,transfer,Netflix
3280,transfer Shell,transfer,Shell
3281,purchase Starbucks,purchase,Starbucks
3282,transfer Online Service,transfer,Online Service
3283,withdrawal Amazon,withdrawal,Amazon
3284,withdrawal Online Service,withdrawal,Online Service
3285,withdrawal Walmart,withdrawal,Walmart
3286,transfer Netflix,transfer,Netflix
3287,purchase Shell,purchase,Shell
3288,transfer Walmart,transfer,Walmart
3289,withdrawal Shell,withdrawal,Shell
3290,transfer Walmart,transfer,Walmart
3291,transfer Starbucks,transfer,Starbucks
3292,purchase Online Service,purchase,Online Service
3293,purchase Shell,purchase,Shell
3294,withdrawal Walmart,withdrawal,Walmart
3295,transfer Netflix,transfer,Netflix
3296,purchase Walmart,purchase,Walmart
3297,purchase Local Store,purchase,Local Store
3298,transfer Local Store,transfer,Local Store
3299,withdrawal Shell,withdrawal,Shell
3300,withdrawal Walmart,withdrawal,Walmart
3301,withdrawal Amazon,withdrawal,Amazon
3302,withdrawal Starbucks,withdrawal,Starbucks
3303,withdrawal Netflix,withdrawal,Netflix
3304,withdrawal Local Store,withdrawal,Local Store
3305,withdrawal Shell,withdrawal,Shell
3306,withdrawal Netflix,withdrawal,Netflix
3307,purchase Local Store,purchase,Local Store
3308,purchase Starbucks,purchase,Starbucks
3309,transfer Starbucks,transfer,Starbucks
3310,purchase Walmart,purchase,Walmart
3311,transfer Local Store,transfer,Local Store
3312,purchase Netflix,purchase,Netflix
3313,purchase Online Service,purchase,Online Service
3314,transfer Netflix,transfer,Netflix
3315,purchase Amazon,purchase,Amazon
3316,purchase Starbucks,purchase,Starbucks
3317,withdrawal Amazon,withdrawal,Amazon
3318,purchase Online Service,purchase,Online Service
3319,transfer Amazon,transfer,Amazon
3320,purchase Shell,purchase,Shell
3321,purchase Online Service,purchase,Online Service
3322,transfer Local Store,transfer,Local Store
3323,purchase Netflix,purchase,Netflix
3324,withdrawal Amazon,withdrawal,Amazon
3325,transfer Local Store,transfer,Local Store
3326,withdrawal Netflix,withdrawal,Netflix
3327,withdrawal Local Store,withdrawal,Local Store
3328,purchase Walmart,purchase,Walmart
3329,withdrawal Online Service,withdrawal,Online Service
3330,transfer Online Service,transfer,Online Service
3331,transfer Shell,transfer,Shell
3332,transfer Online Service,transfer,Online Service
3333,transfer Local Store,transfer,Local Store
3334,purchase Starbucks,purchase,Starbucks
3335,purchase Netflix,purchase,Netflix
3336,purchase Walmart,purchase,Walmart
3337,purchase Starbucks,purchase,Starbucks
3338,purchase Online Service,purchase,Online Service
3339,purchase Online Service,purchase,Online Service
3340,withdrawal Netflix,withdrawal,Netflix
3341,purchase Amazon,purchase,Amazon
3342,transfer Walmart,transfer,Walmart
3343,transfer Online Service,transfer,Online Service
3344,purchase Online Service,purchase,Online Service
3345,transfer Netflix,transfer,Netflix
3346,purchase Amazon,purchase,Amazon
3347,transfer Walmart,transfer,Walmart
3348,purchase Amazon,purchase,Amazon
3349,purchase Walmart,purchase,Walmart
3350,purchase Starbucks,purchase,Starbucks
3351,transfer Amazon,transfer,Amazon
3352,transfer Local Store,transfer,Local Store
3353,withdrawal Amazon,withdrawal,Amazon
3354,transfer Starbucks,transfer,Starbucks
3355,purchase Starbucks,purchase,Starbucks
3356,purchase Local Store,purchase,Local Store
3357,withdrawal Shell,withdrawal,Shell
3358,purchase Walmart,purchase,Walmart
3359,transfer Online Service,transfer,Online Service
3360,purchase Walmart,purchase,Walmart
3361,withdrawal Walmart,withdrawal,Walmart
3362,withdrawal Amazon,withdrawal,Amazon
3363,purchase Starbucks,purchase,Starbucks
3364,purchase Netflix,purchase,Netflix
3365,withdrawal Shell,withdrawal,Shell
3366,transfer Amazon,transfer,Amazon
3367,purchase Shell,purchase,Shell
3368,purchase Shell,purchase,Shell
3369,purchase Netflix,purchase,Netflix
3370,transfer Starbucks,transfer,Starbucks
3371,transfer Shell,transfer,Shell
3372,transfer Netflix,transfer,Netflix
3373,purchase Shell,purchase,Shell
3374,purchase Starbucks,purchase,Starbucks
3375,transfer Online Service,transfer,Online Service
3376,withdrawal Amazon,withdrawal,Amazon
3377,purchase Netflix,purchase,Netflix
3378,withdrawal Local Store,withdrawal,Local Store
3379,purchase Online Service,purchase,Online Service
3380,purchase Local Store,purchase,Local Store
3381,withdrawal Amazon,withdrawal,Amazon
3382,purchase Walmart,purchase,Walmart
3383,transfer Amazon,transfer,Amazon
3384,transfer Local Store,transfer,Local Store
3385,transfer Netflix,transfer,Netflix
3386,purchase Netflix,purchase,Netflix
3387,transfer Netflix,transfer,Netflix
3388,withdrawal Shell,withdrawal,Shell
3389,purchase Shell,purchase,Shell
3390,withdrawal Local Store,withdrawal,Local Store
3391,transfer Amazon,transfer,Amazon
3392,purchase Local Store,purchase,Local Store
3393,purchase Shell,purchase,Shell
3394,transfer Starbucks,transfer,Starbucks
3395,transfer Netflix,transfer,Netflix
3396,withdrawal Starbucks,withdrawal,Starbucks
3397,withdrawal Local Store,withdrawal,Local Store
3398,transfer Amazon,transfer,Amazon
3399,withdrawal Shell,withdrawal,Shell
3400,transfer Walmart,transfer,Walmart
3401,purchase Shell,purchase,Shell
3402,withdrawal Local Store,withdrawal,Local Store
3403,purchase Walmart,purchase,Walmart
3404,purchase Amazon,purchase,Amazon
3405,transfer Walmart,transfer,Walmart
3406,transfer Online Service,transfer,Online Service
3407,transfer Amazon,transfer,Amazon
3408,purchase Local Store,purchase,Local Store
3409,transfer Shell,transfer,Shell
3410,purchase Local Store,purchase,Local Store
3411,purchase Online Service,purchase,Online Service
3412,purchase Walmart,purchase,Walmart
3413,transfer Online Service,transfer,Online Service
3414,withdrawal Netflix,withdrawal,Netflix
3415,purchase Amazon,purchase,Amazon
3416,withdrawal Shell,withdrawal,Shell
3417,withdrawal Online Service,withdrawal,Online Service
3418,purchase Walmart,purchase,Walmart
3419,withdrawal Shell,withdrawal,Shell
3420,withdrawal Starbucks,withdrawal,Starbucks
3421,transfer Shell,transfer,Shell
3422,transfer Walmart,transfer,Walmart
3423,purchase Walmart,purchase,Walmart
3424,transfer Online Service,transfer,Online Service
3425,purchase Online Service,purchase,Online Service
3426,purchase Local Store,purchase,Local Store
3427,purchase Netflix,purchase,Netflix
3428,purchase Netflix,purchase,Netflix
3429,purchase Online Service,purchase,Online Service
3430,purchase Local Store,purchase,Local Store
3431,transfer Shell,transfer,Shell
3432,transfer Local Store,transfer,Local Store
3433,purchase Shell,purchase,Shell
3434,withdrawal Netflix,withdrawal,Netflix
3435,transfer Amazon,transfer,Amazon
3436,purchase Walmart,purchase,Walmart
3437,transfer Local Store,transfer,Local Store
3438,transfer Starbucks,transfer,Starbucks
3439,transfer Shell,transfer,Shell
3440,transfer Online Service,transfer,Online Service
3441,transfer Online Service,transfer,Online Service
3442,withdrawal Walmart,withdrawal,Walmart
3443,purchase Shell,purchase,Shell
3444,purchase Amazon,purchase,Amazon
3445,withdrawal Walmart,withdrawal,Walmart
3446,transfer Online Service,transfer,Online Service
3447,purchase Shell,purchase,Shell
3448,transfer Starbucks,transfer,Starbucks
3449,transfer Starbucks,transfer,Starbucks
3450,transfer Starbucks,transfer,Starbucks
3451,purchase Netflix,purchase,Netflix
3452,transfer Online Service,transfer,Online Service
3453,purchase Shell,purchase,Shell
3454,purchase Online Service,purchase,Online Service
3455,transfer Netflix,transfer,Netflix
3456,withdrawal Shell,withdrawal,Shell
3457,purchase Walmart,purchase,Walmart
3458,transfer Local Store,transfer,Local Store
3459,withdrawal Amazon,withdrawal,Amazon
3460,withdrawal Local Store,withdrawal,Local Store
3461,withdrawal Amazon,withdrawal,Amazon
3462,transfer Shell,transfer,Shell
3463,transfer Shell,transfer,Shell
3464,purchase Walmart,purchase,Walmart
3465,withdrawal Local Store,withdrawal,Local Store
3466,transfer Walmart,transfer,Walmart
3467,withdrawal Online Service,withdrawal,Online Service
3468,transfer Online Service,transfer,Online Service
3469,purchase Netflix,purchase,Netflix
3470,transfer Amazon,transfer,Amazon
3471,withdrawal Starbucks,withdrawal,Starbucks
3472,withdrawal Local Store,withdrawal,Local Store
3473,withdrawal Online Service,withdrawal,Online Service
3474,withdrawal Amazon,withdrawal,Amazon
3475,withdrawal Local Store,withdrawal,Local Store
3476,purchase Shell,purchase,Shell
3477,purchase Walmart,purchase,Walmart
3478,transfer Shell,transfer,Shell
3479,purchase Netflix,purchase,Netflix
3480,transfer Amazon,transfer,Amazon
3481,transfer Netflix,transfer,Netflix
3482,withdrawal Amazon,withdrawal,Amazon
3483,purchase Shell,purchase,Shell
3484,transfer Amazon,transfer,Amazon
3485,withdrawal Walmart,withdrawal,Walmart
3486,withdrawal Shell,withdrawal,Shell
3487,withdrawal Walmart,withdrawal,Walmart
3488,purchase Netflix,purchase,Netflix
3489,transfer Shell,transfer,Shell
3490,withdrawal Netflix,withdrawal,Netflix
3491,transfer Starbucks,transfer,Starbucks
3492,withdrawal Shell,withdrawal,Shell
3493,purchase Walmart,purchase,Walmart
3494,transfer Online Service,transfer,Online Service
3495,transfer Walmart,transfer,Walmart
3496,transfer Shell,transfer,Shell
3497,purchase Amazon,purchase,Amazon
3498,withdrawal Shell,withdrawal,Shell
3499,withdrawal Local Store,withdrawal,Local Store
3500,transfer Walmart,transfer,Walmart
3501,withdrawal Amazon,withdrawal,Amazon
3502,withdrawal Local Store,withdrawal,Local Store
3503,purchase Starbucks,purchase,Starbucks
3504,withdrawal Netflix,withdrawal,Netflix
3505,withdrawal Netflix,withdrawal,Netflix
3506,purchase Walmart,purchase,Walmart
3507,transfer Amazon,transfer,Amazon
3508,transfer Amazon,transfer,Amazon
3509,purchase Online Service,purchase,Online Service
3510,purchase Starbucks,purchase,Starbucks
3511,purchase Walmart,purchase,Walmart
3512,withdrawal Online Service,withdrawal,Online Service
3513,transfer Local Store,transfer,Local Store
3514,transfer Local Store,transfer,Local Store
3515,transfer Netflix,transfer,Netflix
3516,transfer Netflix,transfer,Netflix
3517,transfer Online Service,transfer,Online Service
3518,purchase Walmart,purchase,Walmart
3519,transfer Netflix,transfer,Netflix
3520,withdrawal Starbucks,withdrawal,Starbucks
3521,purchase Shell,purchase,Shell
3522,withdrawal Starbucks,withdrawal,Starbucks
3523,transfer Local Store,transfer,Local Store
3524,withdrawal Starbucks,withdrawal,Starbucks
3525,transfer Starbucks,transfer,Starbucks
3526,transfer Netflix,transfer,Netflix
3527,purchase Starbucks,purchase,Starbucks
3528,withdrawal Shell,withdrawal,Shell
3529,transfer Netflix,transfer,Netflix
3530,purchase Shell,purchase,Shell
3531,withdrawal Local Store,withdrawal,Local Store
3532,transfer Online Service,transfer,Online Service
3533,purchase Local Store,purchase,Local Store
3534,transfer Local Store,transfer,Local Store
3535,withdrawal Netflix,withdrawal,Netflix
3536,withdrawal Amazon,withdrawal,Amazon
3537,withdrawal Amazon,withdrawal,Amazon
3538,withdrawal Netflix,withdrawal,Netflix
3539,purchase Starbucks,purchase,Starbucks
3540,withdrawal Online Service,withdrawal,Online Service
3541,withdrawal Netflix,withdrawal,Netflix
3542,withdrawal Walmart,withdrawal,Walmart
3543,purchase Starbucks,purchase,Starbucks
3544,withdrawal Online Service,withdrawal,Online Service
3545,purchase Walmart,purchase,Walmart
3546,transfer Starbucks,transfer,Starbucks
3547,withdrawal Local Store,withdrawal,Local Store
3548,withdrawal Shell,withdrawal,Shell
3549,withdrawal Online Service,withdrawal,Online Service
3550,transfer Amazon,transfer,Amazon
3551,purchase Shell,purchase,Shell
3552,withdrawal Amazon,withdrawal,Amazon
3553,purchase Walmart,purchase,Walmart
3554,purchase Shell,purchase,Shell
3555,withdrawal Shell,withdrawal,Shell
3556,purchase Walmart,purchase,Walmart
3557,withdrawal Shell,withdrawal,Shell
3558,purchase Online Service,purchase,Online Service
3559,transfer Online Service,transfer,Online Service
3560,transfer Local Store,transfer,Local Store
3561,purchase Online Service,purchase,Online Service
3562,withdrawal Amazon,withdrawal,Amazon
3563,purchase Starbucks,purchase,Starbucks
3564,transfer Shell,transfer,Shell
3565,transfer Amazon,transfer,Amazon
3566,withdrawal Walmart,withdrawal,Walmart
3567,withdrawal Online Service,withdrawal,Online Service
3568,transfer Amazon,transfer,Amazon
3569,withdrawal Walmart,withdrawal,Walmart
3570,purchase Local Store,purchase,Local Store
3571,purchase Online Service,purchase,Online Service
3572,purchase Shell,purchase,Shell
3573,transfer Walmart,transfer,Walmart
3574,purchase Starbucks,purchase,Starbucks
3575,transfer Netflix,transfer,Netflix
3576,transfer Netflix,transfer,Netflix
3577,withdrawal Walmart,withdrawal,Walmart
3578,withdrawal Online Service,withdrawal,Online Service
3579,purchase Local Store,purchase,Local Store
3580,withdrawal Online Service,withdrawal,Online Service
3581,transfer Amazon,transfer,Amazon
3582,withdrawal Netflix,withdrawal,Netflix
3583,withdrawal Walmart,withdrawal,Walmart
3584,transfer Netflix,transfer,Netflix
3585,transfer Local Store,transfer,Local Store
3586,transfer Netflix,transfer,Netflix
3587,transfer Amazon,transfer,Amazon
3588,transfer Netflix,transfer,Netflix
3589,transfer Walmart,transfer,Walmart
3590,withdrawal Netflix,withdrawal,Netflix
3591,withdrawal Starbucks,withdrawal,Starbucks
3592,withdrawal Shell,withdrawal,Shell
3593,transfer Online Service,transfer,Online Service
3594,withdrawal Local Store,withdrawal,Local Store
3595,withdrawal Netflix,withdrawal,Netflix
3596,purchase Amazon,purchase,Amazon
3597,purchase Online Service,purchase,Online Service
3598,purchase Shell,purchase,Shell
3599,withdrawal Starbucks,withdrawal,Starbucks
3600,transfer Amazon,transfer,Amazon
3601,purchase Starbucks,purchase,Starbucks
3602,transfer Starbucks,transfer,Starbucks
3603,transfer Local Store,transfer,Local Store
3604,purchase Netflix,purchase,Netflix
3605,withdrawal Amazon,withdrawal,Amazon
3606,withdrawal Netflix,withdrawal,Netflix
3607,withdrawal Netflix,withdrawal,Netflix
3608,purchase Shell,purchase,Shell
3609,withdrawal Walmart,withdrawal,Walmart
3610,transfer Shell,transfer,Shell
3611,purchase Online Service,purchase,Online Service
3612,purchase Netflix,purchase,Netflix
3613,transfer Amazon,transfer,Amazon
3614,purchase Online Service,purchase,Online Service
3615,purchase Local Store,purchase,Local Store
3616,purchase Amazon,purchase,Amazon
3617,withdrawal Online Service,withdrawal,Online Service
3618,purchase Netflix,purchase,Netflix
3619,withdrawal Online Service,withdrawal,Online Service
3620,transfer Online Service,transfer,Online Service
3621,transfer Walmart,transfer,Walmart
3622,withdrawal Netflix,withdrawal,Netflix
3623,withdrawal Shell,withdrawal,Shell
3624,purchase Online Service,purchase,Online Service
3625,transfer Amazon,transfer,Amazon
3626,transfer Starbucks,transfer,Starbucks
3627,withdrawal Walmart,withdrawal,Walmart
3628,purchase Walmart,purchase,Walmart
3629,transfer Walmart,transfer,Walmart
3630,withdrawal Walmart,withdrawal,Walmart
3631,withdrawal Walmart,withdrawal,Walmart
3632,withdrawal Amazon,withdrawal,Amazon
3633,purchase Local Store,purchase,Local Store
3634,transfer Amazon,transfer,Amazon
3635,withdrawal Walmart,withdrawal,Walmart
3636,transfer Amazon,transfer,Amazon
3637,transfer Shell,transfer,Shell
3638,transfer Amazon,transfer,Amazon
3639,withdrawal Online Service,withdrawal,Online Service
3640,withdrawal Shell,withdrawal,Shell
3641,withdrawal Netflix,withdrawal,Netflix
3642,withdrawal Walmart,withdrawal,Walmart
3643,purchase Online Service,purchase,Online Service
3644,transfer Netflix,transfer,Netflix
3645,purchase Shell,purchase,Shell
3646,withdrawal Starbucks,withdrawal,Starbucks
3647,purchase Shell,purchase,Shell
3648,transfer Online Service,transfer,Online Service
3649,withdrawal Shell,withdrawal,Shell
